,PEAK,OPS,G,salary_inf,weight,height,age,bats_B,bats_L,bats_R,throws_L,throws_R
267,1,0.7593510455567045,881,3335186.215,200.0,72.0,33,0,0,1,0,1
268,1,0.6472898836954136,473,1496792.5875000001,178.0,74.0,31,0,0,1,0,1
269,1,0.5031497165255128,1326,1493997.3328,180.0,72.0,41,0,1,0,0,1
270,1,0.7613890352710291,1437,892193.3083999999,197.0,73.0,34,0,0,1,0,1
271,0,0.6837430610626487,106,513054.499188,190.0,69.0,28,0,0,1,1,0
272,1,0.7266023470999774,372,373540.85608,225.0,76.0,28,0,1,0,1,0
273,1,0.829694689584761,253,1802575.1064999998,215.0,74.0,29,0,0,1,0,1
274,1,0.7673248161053039,1523,20532319.3845,230.0,74.0,33,0,1,0,1,0
275,0,0.8280403031519775,577,3184523.8082500002,195.0,75.0,28,0,0,1,0,1
276,1,0.6981022052586938,1267,11000000.0,185.0,70.0,37,1,0,0,0,1
277,0,0.5855072463768116,105,176377.9528,165.0,74.0,28,0,0,1,0,1
278,0,0.7918869002390447,229,525000.0,235.0,76.0,26,0,0,1,0,1
279,1,0.6447886319043938,296,3957268.9255499993,210.0,75.0,28,0,0,1,0,1
280,0,0.7335867499321205,110,614439.324,175.0,72.0,32,0,1,0,1,0
281,1,0.7069306930693069,2226,1595070.4222799998,170.0,72.0,40,0,1,0,1,0
282,1,0.7658325942511522,954,3176283.7475,190.0,72.0,30,1,0,0,0,1
283,1,0.6993248486729784,1332,8607594.938000001,220.0,74.0,36,0,0,1,0,1
284,1,0.766965703397904,912,2787456.446,175.0,70.0,32,0,0,1,0,1
285,0,0.6720480977725212,154,176211.45369999998,175.0,70.0,23,1,0,0,0,1
286,1,0.7431071685447135,2379,5602489.998,205.0,74.0,38,0,1,0,1,0
287,1,0.7340629353203345,515,3568281.937425,195.0,71.0,28,0,1,0,0,1
288,0,0.7120187332085847,105,291360.81319500005,205.0,75.0,25,0,1,0,0,1
289,1,0.6148739164696612,370,410548.824,150.0,67.0,28,1,0,0,1,0
290,1,0.8117900509204856,511,3101723.17995,201.0,73.0,30,0,1,0,0,1
291,0,0.782664879869819,125,192807.957195,188.0,72.0,30,1,0,0,1,0
292,1,0.8748176193554345,566,4096886.3668332184,195.0,74.0,31,0,1,0,0,1
293,1,0.6581260364842454,339,1136712.7494,185.0,72.0,32,1,0,0,0,1
294,1,0.6347402597402598,1166,3039647.576325,195.0,73.0,31,0,1,0,0,1
295,0,0.6942857142857143,138,318464.14465500007,195.0,76.0,24,1,0,0,0,1
296,1,0.8118041440402877,2393,6242496.51647459,195.0,75.0,39,1,0,0,0,1
297,1,0.9696536826701971,1022,3680981.595,165.0,74.0,36,0,0,1,0,1
298,1,0.7599790334894427,725,5841767.6415,205.0,75.0,31,0,0,1,0,1
299,1,0.7205454599976011,537,3548795.943,220.0,76.0,27,0,1,0,1,0
300,1,0.7488028114621148,846,2130280.985574648,192.0,76.0,31,0,0,1,0,1
301,1,0.530202893192217,805,2003381.2338750002,175.0,74.0,29,0,1,0,1,0
302,1,0.6933332144322175,999,5250000.0,195.0,70.0,36,0,0,1,0,1
303,1,0.7387945270110875,384,3385354.1405,170.0,72.0,30,0,0,1,0,1
304,1,0.738415701852965,2407,8096885.813250001,180.0,75.0,39,0,0,1,0,1
305,1,0.6175053017158281,536,5750000.0,195.0,72.0,32,0,1,0,1,0
306,1,0.7278496889424042,1378,2218309.8587999996,190.0,74.0,37,0,0,1,0,1
307,0,0.884127362777172,911,3449751.1052067,210.0,75.0,32,0,0,1,0,1
308,1,0.7531620553359684,956,4442508.70975,190.0,71.0,33,0,1,0,1,0
309,0,0.6234205140722104,104,517000.0,200.0,71.0,29,0,0,1,0,1
310,1,0.871164328129723,1927,17835578.255999997,215.0,75.0,36,0,1,0,0,1
311,1,0.7114285714285714,719,4180213.6537499996,180.0,70.0,35,0,1,0,1,0
312,1,0.6885382262996942,995,968027.737271452,190.0,72.0,37,0,0,1,0,1
313,1,0.6914188020103815,488,2632911.3928,195.0,72.0,35,0,0,1,0,1
314,1,0.4393939393939394,723,774193.5484,160.0,72.0,32,0,0,1,0,1
315,0,0.8568226365783786,655,5294937.294749999,215.0,73.0,33,0,0,1,0,1
316,0,0.8126002673796792,1237,5866653.658551252,170.0,73.0,31,0,1,0,0,1
317,1,0.7817028064992615,1062,8000000.0,215.0,75.0,31,0,0,1,0,1
318,0,0.7298747664997624,153,3321799.308,210.0,76.0,31,1,0,0,0,1
319,1,0.6545543425126283,793,1376673.0399,195.0,72.0,33,0,0,1,0,1
320,1,0.717570227232063,238,490884.83791999996,195.0,71.0,26,0,1,0,0,1
321,0,0.6190476190476191,103,314960.63,175.0,71.0,27,1,0,0,0,1
322,1,0.7217511958788176,554,1742957.7461999997,185.0,71.0,34,0,0,1,0,1
323,1,0.6354350123282846,456,2396739.130275,165.0,70.0,31,0,0,1,0,1
324,0,0.8783468104222821,384,1384615.3847625002,215.0,72.0,31,0,0,1,0,1
325,0,0.8158676907683706,103,190140.84504,195.0,74.0,27,0,0,1,0,1
326,0,0.6859950650897644,131,520171.67358999996,195.0,72.0,27,0,1,0,1,0
327,0,0.7055097079067219,856,4122699.3864,170.0,73.0,31,0,0,1,0,1
328,1,0.6029488455885839,638,1648068.6687999999,205.0,73.0,35,0,1,0,0,1
329,1,0.5859855811499912,309,517211.6601498,220.0,74.0,25,0,0,1,0,1
330,1,0.6910005647107141,1382,4846756.3797933,175.0,71.0,34,1,0,0,0,1
331,1,0.7100026827118384,509,3605150.2129999995,220.0,73.0,32,1,0,0,0,1
332,1,0.8347746163682864,2022,1625089.095,170.0,70.0,42,0,0,1,0,1
333,0,0.8644347865453393,106,449266.34079199994,190.0,73.0,27,0,0,1,0,1
334,1,0.7925421858476251,1299,15405777.17,200.0,73.0,35,0,1,0,0,1
335,1,0.6524274594807626,843,5063291.140000001,220.0,72.0,32,0,1,0,0,1
336,0,0.8460258693410816,104,576230.492,175.0,74.0,34,0,1,0,0,1
337,0,0.8381851349383369,409,4253164.5576,255.0,76.0,29,0,1,0,0,1
338,0,0.7620004005378651,149,515443.03805200005,170.0,74.0,24,0,0,1,0,1
339,0,0.7293956043956045,107,464895.1049445,225.0,74.0,25,0,0,1,0,1
340,0,0.8341666666666667,127,463096.9608,210.0,77.0,26,0,1,0,0,1
341,0,0.8518072289156626,751,1292543.020795,160.0,72.0,33,0,0,1,0,1
342,1,0.7727367721098128,1866,15209125.47,285.0,78.0,35,0,1,0,0,1
343,1,0.7100403638243349,972,3476635.5144750006,175.0,73.0,34,0,0,1,0,1
344,0,0.6721233296185858,116,253251.533736,190.0,73.0,23,0,1,0,1,0
345,0,0.9186986639942036,296,2668078.3479,240.0,75.0,30,0,1,0,1,0
346,1,0.8600894494138563,710,2499999.2953746477,185.0,73.0,30,0,1,0,1,0
347,1,0.6381269592476488,1697,8104196.814,170.0,68.0,36,1,0,0,0,1
348,0,0.7520828073718758,101,836431.2266249999,165.0,70.0,35,0,1,0,1,0
349,1,0.793001572446852,1307,12867132.868500002,210.0,76.0,35,0,0,1,0,1
350,0,0.9023864695644404,715,5093426.159233218,160.0,70.0,30,0,1,0,1,0
351,1,0.6919922949917445,1064,1058987.45895,155.0,71.0,39,0,0,1,0,1
352,1,0.8111119447779112,846,1441605.109556326,190.0,72.0,36,0,1,0,0,1
353,1,0.7900554912279485,433,2750000.0,185.0,68.0,28,0,1,0,1,0
354,0,0.8628073745068361,102,316926.7706,215.0,76.0,28,0,0,1,0,1
355,1,0.6466251885369533,1217,1100412.655,170.0,66.0,35,0,0,1,0,1
356,1,0.7279231001105269,1647,11070958.02882108,190.0,73.0,37,0,1,0,1,0
357,1,0.7165258469990843,1143,2093457.9442000003,180.0,71.0,38,0,1,0,1,0
358,1,0.6816701316701317,248,2060085.836,225.0,74.0,32,0,0,1,0,1
359,0,0.676584928229665,131,388940.092092,180.0,70.0,27,0,0,1,0,1
360,1,0.6738240710965592,1132,5407725.319499999,190.0,70.0,36,0,0,1,0,1
361,0,0.7793773016404419,572,413001.91197,180.0,74.0,32,0,0,1,0,1
362,1,0.7600299522748392,843,4166666.665,160.0,74.0,30,0,0,1,0,1
363,1,0.858491895701198,535,4523809.522,210.0,74.0,31,0,0,1,0,1
364,1,0.5968145847941501,1403,1958041.9582500001,195.0,74.0,35,0,1,0,1,0
365,0,0.8554502369668247,616,1103225.80647,200.0,75.0,29,0,0,1,0,1
366,1,0.7453255963894262,1116,7000000.0,215.0,74.0,34,0,0,1,0,1
367,0,0.6784099550639474,573,830449.827,170.0,72.0,31,0,0,1,0,1
368,1,0.6843042831414925,707,2875000.0,205.0,72.0,29,1,0,0,0,1
369,0,0.6497299950908199,377,427655.025,195.0,75.0,29,1,0,0,0,1
370,0,0.8255681449707706,106,292682.92683,200.0,73.0,26,0,0,1,0,1
371,1,0.6986112604204333,474,3936324.1668000002,209.0,71.0,31,1,0,0,0,1
372,1,0.8523680841985493,1417,18227848.104000002,210.0,74.0,33,0,1,0,1,0
373,1,0.7086542315925936,216,1296518.607,180.0,74.0,32,0,0,1,0,1
374,1,0.6584780365235339,2438,803225.806465,200.0,74.0,42,0,1,0,0,1
375,1,0.771070460704607,2515,1409691.6295999999,180.0,74.0,40,0,0,1,0,1
376,1,0.6126376811594203,652,1118881.1190000002,180.0,72.0,32,0,0,1,0,1
377,1,0.7454799835839272,978,4915514.592,181.0,72.0,34,1,0,0,0,1
378,1,0.6834179465758413,242,1033907.72665,170.0,71.0,26,0,0,1,0,1
379,1,0.530586229424606,732,1411764.7059,160.0,68.0,32,1,0,0,0,1
380,1,0.6508240460144168,376,1094796.864,170.0,72.0,25,1,0,0,0,1
381,1,0.6943930923783694,901,5594405.595000001,210.0,73.0,34,0,0,1,0,1
382,0,0.7182930942131053,674,1619433.198,160.0,71.0,31,0,0,1,0,1
383,0,0.8765678694158076,1837,3241296.5175,165.0,74.0,37,1,0,0,0,1
384,1,0.6136594370096908,516,984081.0417000001,189.0,73.0,33,0,1,0,0,1
385,1,0.7574241146963692,1085,4122699.3864,230.0,75.0,35,0,0,1,0,1
386,1,0.7574241146963692,1085,250306.74846,230.0,75.0,35,0,0,1,0,1
387,1,0.8413616472344041,1441,24303797.472000003,275.0,71.0,31,0,1,0,0,1
388,1,0.6457938259330214,1011,9353507.567499999,180.0,68.0,32,1,0,0,0,1
389,1,0.7144498791914667,2307,8333333.33,175.0,74.0,41,0,1,0,1,0
390,1,0.71244467586566,2002,2202643.17125,200.0,75.0,44,0,0,1,0,1
391,0,0.7580506110857548,438,964039.785975,185.0,72.0,30,0,0,1,0,1
392,1,0.6713075946895743,467,4107888.50175243,195.0,73.0,33,0,0,1,0,1
393,0,0.643897776088634,102,519645.120225,220.0,75.0,28,0,1,0,0,1
394,1,0.5859213250517599,488,690141.5491853519,175.0,71.0,30,0,1,0,0,1
395,1,0.6277016678012253,865,4776962.169825001,195.0,74.0,35,0,1,0,0,1
396,1,0.7430357142857142,1220,1370242.2145500001,168.0,71.0,35,0,0,1,0,1
397,0,0.554750470413121,104,508800.0,190.0,70.0,24,0,1,0,1,0
398,0,0.6112039522177771,134,509871.24441,185.0,74.0,27,1,0,0,0,1
399,1,0.6517600922333773,239,2708860.7599,260.0,76.0,29,0,0,1,0,1
400,1,0.7946566230562531,1019,3473227.2060000002,220.0,77.0,35,0,1,0,0,1
401,1,0.6604839968774395,461,619354.83872,175.0,73.0,30,0,1,0,0,1
402,1,0.6773738153871476,254,481118.88117000007,165.0,69.0,29,0,1,0,0,1
403,0,0.4998858916427039,103,267686.424425,155.0,66.0,25,1,0,0,0,1
404,0,0.5868690403289301,108,214838.709681,150.0,70.0,29,0,1,0,0,1
405,1,0.5993673867689615,405,505952.38075,200.0,72.0,30,0,0,1,0,1
406,1,0.6815004659832247,213,4565217.391,185.0,73.0,33,0,0,1,0,1
407,1,0.7915261974996488,1760,4333510.036445247,180.0,73.0,37,0,0,1,0,1
408,1,0.6713615023474178,385,933852.1402,205.0,76.0,31,0,1,0,0,1
409,1,0.7182296231375986,1023,962025.3166,225.0,76.0,31,0,0,1,0,1
410,1,0.7991286253088828,2180,1228878.648,160.0,72.0,47,0,0,1,0,1
411,1,0.6500659965478729,550,1043478.2607999999,200.0,74.0,34,0,1,0,0,1
412,1,0.5607410362097238,329,475352.11259999993,190.0,73.0,28,0,1,0,1,0
413,1,0.6082362082362083,333,912547.5282000001,190.0,72.0,32,0,0,1,0,1
414,0,0.6890121744490676,112,181038.062286,175.0,74.0,28,1,0,0,0,1
415,1,0.7666624187587614,750,8250000.0,220.0,75.0,30,0,0,1,0,1
416,0,0.7621399525584547,378,1547619.047,185.0,70.0,30,0,0,1,0,1
417,0,0.7854410441044104,232,1345794.3927000002,180.0,69.0,31,0,0,1,0,1
418,1,0.6416976985707155,1449,7770983.88095,180.0,73.0,33,0,0,1,0,1
419,0,0.8094395048128623,426,15405777.17,200.0,72.0,33,0,1,0,0,1
420,1,0.5686452439414967,344,1772151.899,180.0,69.0,34,0,1,0,1,0
421,1,0.8884622684205148,549,5336297.944,185.0,73.0,27,0,1,0,0,1
422,1,0.6710070067197551,1306,6794425.0855,195.0,68.0,35,1,0,0,0,1
423,1,0.599025974025974,2173,2881152.46,180.0,72.0,41,0,0,1,0,1
424,1,0.6522674212946586,1786,4485981.309,185.0,71.0,36,0,0,1,0,1
425,1,0.8405064244127685,2010,652173.913,235.0,75.0,42,0,0,1,0,1
426,1,0.6339843220847998,262,154838.70968,180.0,72.0,29,0,0,1,0,1
427,0,0.7755470336115498,680,2615916.95505,160.0,68.0,33,0,0,1,0,1
428,1,0.5902777777777778,1479,1967213.115,180.0,72.0,39,0,1,0,0,1
429,1,0.8267413209767579,1503,667037.243,172.0,72.0,37,0,0,1,0,1
430,0,0.7174029379498568,134,508750.0,205.0,69.0,31,0,0,1,0,1
431,1,0.5619407008086252,449,3813084.1126500005,185.0,73.0,30,0,0,1,0,1
432,1,0.6813063063063063,838,1729927.00738,165.0,73.0,29,0,0,1,0,1
433,0,0.6412683870310989,113,276073.619625,210.0,72.0,23,0,1,0,1,0
434,1,0.6995558786333808,1126,9860141.241886195,165.0,72.0,34,0,0,1,0,1
435,0,0.6934644683980593,140,185190.31142100002,165.0,71.0,29,0,1,0,0,1
436,1,0.7503991962251287,279,468295.4015840999,225.0,74.0,27,0,0,1,0,1
437,1,0.7438657226247802,1606,1313868.6132,175.0,70.0,37,0,0,1,0,1
438,1,0.6917869703155358,1991,2737226.2775,192.0,70.0,38,0,0,1,0,1
439,1,0.6683576531387749,492,612244.89775,180.0,73.0,29,1,0,0,0,1
440,0,0.5838768435278219,105,475986.994707,175.0,70.0,27,0,1,0,0,1
441,0,0.8264672521777335,494,3300000.0,270.0,76.0,30,0,0,1,0,1
442,1,0.739203054163684,412,1423357.6643,210.0,72.0,27,0,1,0,0,1
443,0,0.7594182984083362,228,516051.50191799994,190.0,74.0,30,0,0,1,0,1
444,0,0.584169006551678,110,330527.92662,205.0,75.0,29,0,0,1,0,1
445,0,0.5995668137034786,103,168385.46067,190.0,72.0,27,0,0,1,0,1
446,1,0.7273139745916515,227,489725.036046,195.0,69.0,29,0,0,1,0,1
447,1,0.7393503595338458,261,413679.1952744,190.0,72.0,27,0,1,0,1,0
448,1,0.6000951173113507,225,472743.44173599995,185.0,72.0,28,0,1,0,0,1
449,1,0.8756347335471654,1633,26116381.96854701,240.0,75.0,37,0,1,0,0,1
450,0,0.8410438617985788,228,382834.55687250005,185.0,72.0,27,0,1,0,1,0
451,0,0.693734356039744,129,522784.81020500005,185.0,68.0,28,0,0,1,0,1
452,0,0.8329957592252675,435,3195084.4848,195.0,72.0,28,0,1,0,1,0
453,1,0.7687661918868399,1076,1826989.6194,215.0,75.0,36,0,1,0,1,0
454,0,0.8066332218506131,454,474308.30055000004,210.0,74.0,29,0,0,1,0,1
455,1,0.8543340629597262,1700,10775661.119850906,195.0,71.0,37,0,1,0,1,0
456,1,0.6209219858156028,656,3762662.8065,180.0,68.0,29,0,0,1,0,1
457,0,0.6322221630544758,125,266814.8972,240.0,75.0,27,0,0,1,0,1
458,1,0.7552722453712553,792,5757009.346550001,170.0,72.0,31,0,0,1,0,1
459,0,0.8118381217915733,240,487029.751112167,190.0,70.0,28,0,0,1,0,1
460,1,0.7138077670836682,600,2787456.446,195.0,71.0,36,0,0,1,0,1
461,1,0.6612789063903062,1002,1796151.105,180.0,71.0,35,0,0,1,0,1
462,1,0.6356372939646857,899,5336297.944,170.0,74.0,32,0,0,1,0,1
463,1,0.7441707371002433,1326,1925722.14625,220.0,77.0,34,0,0,1,0,1
464,1,0.7294573643410853,459,2125874.1261,190.0,73.0,33,0,1,0,1,0
465,1,0.7705443463640185,589,5150214.59,230.0,73.0,33,0,0,1,0,1
466,1,0.6829394514404002,657,952885.12425,183.0,73.0,33,0,0,1,0,1
467,1,0.7752788491608464,391,841300.19105,180.0,72.0,30,0,0,1,0,1
468,1,0.7839902765725475,1709,21000000.0,215.0,74.0,34,0,1,0,1,0
469,1,0.7325767660131308,1240,2150537.634,180.0,72.0,32,0,0,1,0,1
470,1,0.6422894917458368,1199,2667852.38,210.0,73.0,34,0,0,1,0,1
471,1,0.5390399074609601,321,640284.5712,195.0,70.0,28,0,0,1,0,1
472,0,0.6844142358161049,106,275439.93885000004,190.0,74.0,26,0,0,1,0,1
473,1,0.9599734630694383,1364,13551665.730000002,175.0,75.0,32,0,0,1,0,1
474,1,0.74940704873188,2446,2229447.2819999997,180.0,74.0,41,0,1,0,0,1
475,1,0.7533555896005304,230,398156.681952,170.0,71.0,26,0,0,1,0,1
476,1,0.665656215048787,222,1245674.7405,180.0,75.0,33,0,0,1,0,1
477,0,0.6206761006289307,119,306257.668704,180.0,71.0,26,0,1,0,1,0
478,1,0.6218379691048501,644,4630152.909472192,165.0,73.0,33,0,1,0,0,1
479,0,0.6878358252258177,140,521518.98742,190.0,73.0,25,0,1,0,1,0
480,0,0.691711229946524,122,513900.0,200.0,73.0,28,0,0,1,0,1
481,0,0.6783778901734103,113,382424.563199,200.0,75.0,28,0,1,0,0,1
482,1,0.7364807529121346,2179,4002223.458,190.0,74.0,38,0,1,0,1,0
483,1,0.5936555560422233,209,283435.58281500003,175.0,73.0,26,0,0,1,0,1
484,1,0.6728959025470653,209,611042.9447700001,160.0,68.0,34,0,0,1,0,1
485,1,0.6478792143816774,378,613382.8995249999,170.0,75.0,25,0,0,1,0,1
486,1,0.5993789008611521,639,5016256.3845,210.0,71.0,29,0,0,1,0,1
487,1,0.8080308880308881,1000,5669291.34,170.0,72.0,32,0,1,0,0,1
488,1,0.6688736250767124,215,615384.61545,190.0,71.0,31,0,0,1,0,1
489,1,0.7822315148513943,1900,10998552.819,190.0,76.0,35,0,1,0,1,0
490,1,0.6536340407059915,482,550522.648085,180.0,71.0,29,0,1,0,0,1
491,1,0.8368743066527717,834,5017421.6028,190.0,72.0,31,0,1,0,1,0
492,0,0.710960419371904,226,284621.270145,190.0,73.0,27,0,1,0,1,0
493,1,0.726847302513748,1721,1561338.2896999998,180.0,74.0,36,0,0,1,0,1
494,1,0.7781662781662781,859,889359.4493,200.0,76.0,28,0,1,0,0,1
495,1,0.5571428571428572,1727,1585903.0833,160.0,71.0,34,1,0,0,0,1
496,1,0.7695934752134573,1559,619354.83872,190.0,71.0,39,0,1,0,1,0
497,1,0.7346412594338012,2319,2237762.2380000004,195.0,75.0,40,0,1,0,1,0
498,1,0.7730256180622658,1997,2699841.185375,190.0,71.0,37,0,0,1,0,1
499,1,0.6012672423460805,464,825309.49125,200.0,75.0,31,0,1,0,0,1
500,1,0.7484451870416782,1374,887323.9435199999,160.0,70.0,35,0,1,0,1,0
501,1,0.7927844264162184,1011,1078066.170822243,210.0,74.0,33,0,1,0,0,1
502,1,0.627017937219731,814,6215252.4597933,180.0,72.0,30,0,0,1,0,1
503,1,0.7717275774670918,1476,4630969.608,185.0,73.0,37,0,0,1,0,1
504,0,0.6946595195552908,106,6582278.482000001,220.0,73.0,29,0,0,1,0,1
505,1,0.686926924145596,1156,4023496.034226358,176.0,71.0,35,0,0,1,0,1
506,1,0.7333192593039387,1948,8122495.33480516,235.0,75.0,36,0,0,1,0,1
507,1,0.6380772005772006,370,1149825.783975,145.0,71.0,26,1,0,0,0,1
508,1,0.8114843062481667,936,13376683.691999998,215.0,73.0,33,1,0,0,0,1
509,1,0.742794073457689,1109,13204951.86,165.0,71.0,34,0,0,1,0,1
510,1,0.6119284923271634,1631,6728971.963500001,150.0,71.0,33,0,1,0,0,1
511,1,0.6657063593683312,439,2544704.2646875,200.0,74.0,27,0,0,1,0,1
512,1,0.5227272727272727,254,289962.82522999996,175.0,71.0,25,0,0,1,0,1
513,1,0.7461671039769511,648,4607566.348200001,175.0,73.0,31,0,0,1,0,1
514,0,0.771289345865136,128,522329.1140024,200.0,74.0,29,0,0,1,0,1
515,1,0.6958414374363249,1256,8951048.952000001,180.0,72.0,31,1,0,0,0,1
516,1,0.6750021906764809,246,518317.59633759997,200.0,73.0,29,0,0,1,0,1
517,0,0.7402627665949089,204,838754.32527,200.0,72.0,29,0,1,0,1,0
518,1,0.8580515640513676,2193,6338535.4120000005,185.0,71.0,39,0,1,0,1,0
519,1,0.5697999297999299,475,888501.74195,190.0,72.0,30,0,1,0,0,1
520,1,0.823953823953824,676,12654745.532499999,240.0,75.0,33,0,1,0,0,1
521,1,0.7522705314009661,317,343066.423373674,170.0,70.0,34,1,0,0,0,1
522,1,0.6522171856523453,514,2338376.8918749997,195.0,70.0,34,0,0,1,0,1
523,0,0.8029737547152207,451,1149825.7837,200.0,72.0,32,0,0,1,0,1
524,1,0.7721848225214198,804,9381017.883875,210.0,72.0,31,0,0,1,0,1
525,1,0.7391058556198398,1063,2223806.13,185.0,72.0,32,0,1,0,1,0
526,0,0.6832729468599035,384,2396313.3636,255.0,74.0,30,0,0,1,0,1
527,1,0.610897435897436,477,2804347.8258999996,160.0,70.0,34,0,0,1,0,1
528,1,0.6992903119326621,320,662576.6871,240.0,73.0,31,0,1,0,1,0
529,1,0.7189458807880955,770,2616822.43025,180.0,73.0,33,0,1,0,0,1
530,0,0.6498342800035422,262,290322.58065,190.0,75.0,25,0,0,1,0,1
531,1,0.7388954402515724,709,17922746.773199998,240.0,76.0,32,0,1,0,1,0
